MEM,func,k,AAE,ARE,_sum,throughput
900,spacesaving,300,0.213333,0.000857152,296/300,9.76915,
900,CuckooCounter,400,0.315,0.00190909,400/400,16.6772,
900,CuckooSketch,400,0,0,400/400,15.0489,
900,CuckooSketchPro,400,0.005,5.4922e-05,400/400,20.4186,
900,heavykeeper,400,0.4275,0.00786044,400/400,15.5921,
900,LossyCounting,400,1.4475,0.386424,384/400,1.97112,
900,spacesaving,400,4.36,1.52518,373/400,9.66137,
900,CuckooCounter,500,0.294,0.0576133,484/500,16.4514,
900,CuckooSketch,500,0,0,490/500,14.8608,
900,CuckooSketchPro,500,0.004,4.39376e-05,489/500,21.0314,
900,heavykeeper,500,0.966,0.0506235,472/500,15.4868,
900,LossyCounting,500,7.138,3.22914,384/500,1.96184,
900,spacesaving,500,13.286,5.67777,376/500,9.7502,
900,CuckooCounter,600,0.456667,0.0649456,575/600,16.6767,
900,CuckooSketch,600,0.01,0.00113889,595/600,14.8606,
900,CuckooSketchPro,600,0.00833333,0.000539982,596/600,20.6441,
900,heavykeeper,600,1.19833,0.0987998,555/600,15.8138,
900,LossyCounting,600,10.93,5.11539,385/600,1.87661,
900,spacesaving,600,18.8967,11.4645,389/600,9.5469,
900,CuckooCounter,700,0.625714,0.212843,617/700,15.4297,
900,CuckooSketch,700,0.0185714,0.00288095,643/700,8.93128,
900,CuckooSketchPro,700,0.01,0.000927127,635/700,17.846,
900,heavykeeper,700,1.11429,0.0986355,565/700,14.9005,
900,LossyCounting,700,13.6286,6.41319,386/700,1.53821,
900,spacesaving,700,23.3043,16.1074,389/700,9.7127,
900,CuckooCounter,800,0.5625,0.204934,645/800,15.8841,
900,CuckooSketch,800,0.02875,0.00564583,714/800,14.683,
900,CuckooSketchPro,800,0.01,0.00106124,708/800,19.8102,
900,heavykeeper,800,1.0725,0.129907,576/800,15.2971,
900,LossyCounting,800,15.6512,7.37988,386/800,1.86378,
900,spacesaving,800,26.6363,20.2165,389/800,8.61906,
900,CuckooCounter,900,1.26,0.276287,738/900,15.8894,
900,CuckooSketch,900,0.0344444,0.00684392,827/900,14.6411,
900,CuckooSketchPro,900,0.01,0.00110205,841/900,19.2511,
900,heavykeeper,900,1.1,0.14327,655/900,15.2697,
900,LossyCounting,900,17.2244,8.11693,386/900,1.71096,
900,spacesaving,900,29.1833,22.3594,389/900,9.40336,
900,CuckooCounter,1000,0.862,0.484157,840/1000,15.7719,
900,CuckooSketch,1000,0.035,0.00695952,950/1000,14.3986,
900,CuckooSketchPro,1000,0.014,0.00199185,938/1000,13.7542,
900,heavykeeper,1000,1.07,0.146663,671/1000,11.8413,
900,LossyCounting,1000,18.475,10.255,387/1000,1.84327,
900,spacesaving,1000,31.211,24.0626,389/1000,9.10622,
1000,CuckooCounter,100,0.07,0.000283405,97/100,16.9924,
1000,CuckooSketch,100,0,0,98/100,14.2189,
1000,CuckooSketchPro,100,0,0,97/100,19.8059,
1000,heavykeeper,100,0.09,0.000330886,93/100,15.8697,
1000,LossyCounting,100,0.07,0.000178781,96/100,1.88191,
1000,spacesaving,100,0.37,0.00126665,96/100,9.40884,
1000,CuckooCounter,200,0.065,0.000384354,179/200,16.7017,
1000,CuckooSketch,200,0.005,2.55102e-05,180/200,14.2639,
1000,CuckooSketchPro,200,0,0,177/200,12.5249,
1000,heavykeeper,200,0.11,0.00048002,188/200,15.7769,
1000,LossyCounting,200,0.095,0.000398256,178/200,1.67838,
1000,spacesaving,200,0.29,0.00117316,178/200,9.32262,
1000,CuckooCounter,300,0.0366667,0.000222222,296/300,16.5752,
1000,CuckooSketch,300,0.00333333,1.70068e-05,297/300,10.6645,
1000,CuckooSketchPro,300,0,0,296/300,11.3255,
1000,heavykeeper,300,0.103333,0.000510898,295/300,12.7123,
1000,LossyCounting,300,0.0633333,0.000265504,296/300,1.86905,
1000,spacesaving,300,0.193333,0.000782104,296/300,9.42569,
1000,CuckooCounter,400,0.3175,0.00204477,400/400,16.0447,
1000,CuckooSketch,400,0.005,6.48384e-05,400/400,14.1679,
1000,CuckooSketchPro,400,0,0,400/400,19.5412,
1000,heavykeeper,400,0.375,0.00667471,400/400,15.5463,
1000,LossyCounting,400,1.0425,0.254699,388/400,1.82497,
1000,spacesaving,400,3.11,0.845017,382/400,8.91814,
1000,CuckooCounter,500,0.274,0.00257506,485/500,15.9931,
1000,CuckooSketch,500,0.004,5.18707e-05,485/500,12.8314,
1000,CuckooSketchPro,500,0,0,491/500,16.8163,
1000,heavykeeper,500,0.92,0.06336,478/500,14.658,
1000,LossyCounting,500,6.104,2.74408,390/500,1.19972,
1000,spacesaving,500,11.158,6.61562,387/500,7.49294,
1000,CuckooCounter,600,0.353333,0.0697498,581/600,16.1223,
1000,CuckooSketch,600,0.0216667,0.00232421,591/600,12.5636,
1000,CuckooSketchPro,600,0.00833333,0.00113889,595/600,19.6757,
1000,heavykeeper,600,1.14,0.12284,549/600,15.3991,
1000,LossyCounting,600,9.48167,4.43534,393/600,1.92682,
1000,spacesaving,600,16.75,11.978,392/600,9.41903,
1000,CuckooCounter,700,0.462857,0.19779,619/700,16.0948,
1000,CuckooSketch,700,0.0371429,0.00642075,635/700,13.2554,
1000,CuckooSketchPro,700,0.00857143,0.00115476,631/700,20.2597,
1000,heavykeeper,700,1.00714,0.0868255,568/700,15.2304,
1000,LossyCounting,700,11.9586,5.62672,394/700,1.94401,
1000,spacesaving,700,20.78,16.564,392/700,9.43583,
1000,CuckooCounter,800,0.58125,0.152208,643/800,14.6836,
1000,CuckooSketch,800,0.03625,0.00636816,715/800,14.0082,
1000,CuckooSketchPro,800,0.01125,0.00176042,699/800,19.6522,
1000,heavykeeper,800,1.02625,0.110308,598/800,15.2872,
1000,LossyCounting,800,13.8125,6.50515,394/800,1.99115,
1000,spacesaving,800,23.765,19.1602,392/800,9.39091,
1000,CuckooCounter,900,0.634444,0.25612,753/900,15.6367,
1000,CuckooSketch,900,0.0344444,0.00610503,831/900,14.5573,
1000,CuckooSketchPro,900,0.0111111,0.00178704,839/900,19.9422,
1000,heavykeeper,900,1.00222,0.157501,650/900,15.0008,
1000,LossyCounting,900,15.2656,7.22597,394/900,1.95009,
1000,spacesaving,900,26.0778,21.2961,392/900,9.40902,
1000,CuckooCounter,1000,0.673,0.302456,843/1000,15.8413,
1000,CuckooSketch,1000,0.033,0.00594453,967/1000,14.2262,
1000,CuckooSketchPro,1000,0.01,0.00160833,948/1000,18.3554,
1000,heavykeeper,1000,0.925,0.126728,705/1000,14.821,
1000,LossyCounting,1000,16.428,9.00171,394/1000,1.95224,
1000,spacesaving,1000,27.915,22.4628,393/1000,9.36137,
